Invoice_ID,Order_Date,Customer_ID,Product_ID,Salesperson_ID,Quantity,Unit_Price,Discount_Percent,Sales_Amount,Cost_Amount,Profit,Payment_Mode,Delivery_Days,Return_Flag,Profit_Margin,Year,Month,Quarter
INV000059,2025-08-15,CUST152,PROD061,SP02,32,80.97,5.0,2461.49,1463.68,997.81,Credit Card,6,0,40.536829318827216,2025,August,3
INV000060,2025-09-01,CUST198,PROD070,SP02,69,164.45,0.0,11347.05,6741.99,4605.06,Credit Card,6,0,40.58376406202493,2025,September,3
INV000061,2024-03-06,CUST074,PROD098,SP16,116,113.41,0.0,13155.56,10864.56,2291.0,Cheque,4,0,17.41469006260471,2024,March,1
INV000062,2024-10-20,CUST188,PROD059,SP10,103,12.05,0.0,1241.15,696.28,544.87,Cheque,5,0,43.90041493775934,2024,October,4
INV000063,2025-01-17,CUST068,PROD086,SP15,124,132.92,0.0,16482.08,10146.92,6335.16,Bank Transfer,4,0,38.43665362624134,2025,January,1
INV000064,2025-01-15,CUST168,PROD058,SP17,70,56.8,0.0,3976.0,2760.8,1215.2,Bank Transfer,4,0,30.563380281690144,2025,January,1
INV000065,2024-08-14,CUST006,PROD039,SP20,27,246.02,10.0,5978.29,3903.66,2074.63,Credit Card,3,0,34.70273272122965,2024,August,3
INV000066,2025-05-18,CUST012,PROD074,SP08,45,200.44,0.0,9019.8,6076.35,2943.45,Bank Transfer,1,0,32.633206944721614,2025,May,2
INV000067,2024-08-25,CUST104,PROD082,SP10,64,60.6,5.0,3684.48,2587.52,1096.96,Cheque,3,0,29.772450929303456,2024,August,3
INV000068,2024-10-09,CUST114,PROD040,SP06,133,173.37,0.0,23058.21,14446.46,8611.75,Credit Card,4,0,37.347868720078445,2024,October,4
INV000069,2025-09-04,CUST004,PROD094,SP06,114,37.44,0.0,4268.16,3076.86,1191.3,Cheque,4,0,27.911324786324787,2025,September,3
INV000070,2024-01-16,CUST129,PROD063,SP13,123,100.92,0.0,12413.16,7948.26,4464.9,Cheque,2,0,35.96908442330559,2024,January,1
INV000071,2024-04-11,CUST059,PROD027,SP05,29,54.97,0.0,1594.13,1142.6,451.53,Credit Card,4,0,28.324540658541018,2024,April,2
INV000072,2025-01-16,CUST133,PROD099,SP09,120,138.51,15.0,14128.02,10627.2,3500.82,Credit Card,4,0,24.77926843251921,2025,January,1
INV000073,2025-01-29,CUST194,PROD047,SP12,112,154.79,0.0,17336.48,14281.12,3055.36,Credit Card,6,0,17.62387751146715,2025,January,1
INV000074,2025-04-20,CUST030,PROD090,SP16,25,158.93,0.0,3973.25,3007.75,965.5,Credit Card,1,0,24.300006292078276,2025,April,2
INV000075,2025-11-22,CUST034,PROD041,SP19,86,112.78,5.0,9214.13,7488.88,1725.25,Bank Transfer,6,0,18.723959831259165,2025,November,4
INV000076,2025-09-11,CUST139,PROD094,SP15,95,37.44,5.0,3378.96,2564.05,814.91,Credit Card,2,0,24.11718398560504,2025,September,3
INV000077,2024-09-04,CUST156,PROD047,SP07,128,154.79,15.0,16841.15,16321.28,519.87,Credit Card,3,0,3.0869032102914584,2024,September,3
INV000078,2024-05-22,CUST191,PROD021,SP03,61,69.62,0.0,4246.82,3187.86,1058.96,Bank Transfer,6,0,24.93536340132146,2024,May,2
INV000079,2025-02-04,CUST039,PROD009,SP03,81,57.47,10.0,4189.56,3852.36,337.2,Bank Transfer,6,0,8.048577893621287,2025,February,1
INV000080,2025-02-10,CUST187,PROD091,SP02,124,189.89,0.0,23546.36,16943.36,6603.0,Credit Card,5,0,28.042550950550314,2025,February,1
INV000081,2025-06-30,CUST147,PROD030,SP14,88,20.34,0.0,1789.92,996.16,793.76,Bank Transfer,6,0,44.346116027531956,2025,June,2
INV000082,2025-12-27,CUST150,PROD048,SP19,114,172.28,15.0,16693.93,16052.34,641.59,Cheque,1,0,3.843253206404963,2025,December,4
INV000083,2024-06-21,CUST071,PROD078,SP09,128,13.95,10.0,1607.04,1320.96,286.08,Credit Card,4,0,17.801672640382318,2024,June,2
INV000084,2025-03-12,CUST061,PROD036,SP08,34,217.36,0.0,7390.24,4306.1,3084.14,Bank Transfer,4,0,41.73260949576739,2025,March,1
INV000085,2024-07-21,CUST053,PROD099,SP09,82,138.51,5.0,10789.93,7261.92,3528.01,Credit Card,4,0,32.69724641401751,2024,July,3
INV000086,2025-05-28,CUST105,PROD086,SP09,124,132.92,0.0,16482.08,10146.92,6335.16,Credit Card,5,0,38.43665362624134,2025,May,2
INV000087,2025-03-07,CUST158,PROD012,SP03,15,117.69,15.0,1500.55,1212.0,288.55,Cheque,5,0,19.229615807537236,2025,March,1
INV000088,2024-10-02,CUST101,PROD067,SP12,141,182.45,5.0,24439.18,15550.89,8888.29,Cheque,1,0,36.36901892780364,2024,October,4
INV000089,2024-12-08,CUST175,PROD040,SP12,80,173.37,0.0,13869.6,8689.6,5180.0,Credit Card,3,0,37.347868720078445,2024,December,4
INV000090,2025-08-27,CUST150,PROD021,SP19,42,69.62,0.0,2924.04,2194.92,729.12,Cheque,4,0,24.93536340132146,2025,August,3
INV000091,2024-12-13,CUST028,PROD004,SP12,71,152.38,5.0,10278.03,7358.44,2919.59,Cash,2,0,28.406124519971236,2024,December,4
INV000092,2024-12-26,CUST001,PROD072,SP06,10,230.13,10.0,2071.17,1300.4,770.77,Credit Card,5,0,37.21423156959593,2024,December,4
INV000093,2025-12-30,CUST027,PROD008,SP19,128,129.22,0.0,16540.16,10657.28,5882.88,Bank Transfer,5,0,35.5672496517567,2025,December,4
INV000094,2025-02-27,CUST142,PROD035,SP16,88,188.04,0.0,16547.52,11796.4,4751.12,Bank Transfer,6,0,28.711976175281855,2025,February,1
INV000095,2024-07-08,CUST136,PROD043,SP20,128,119.15,0.0,15251.2,12427.52,2823.68,Bank Transfer,5,0,18.514477549307593,2024,July,3
INV000096,2024-11-13,CUST106,PROD054,SP09,13,217.35,10.0,2543.0,1642.68,900.32,Credit Card,1,0,35.40385371608337,2024,November,4
INV000097,2025-07-24,CUST167,PROD055,SP09,43,39.6,0.0,1702.8,1129.18,573.62,Cheque,3,0,33.686868686868685,2025,July,3
INV000098,2024-05-06,CUST046,PROD045,SP01,112,144.96,5.0,15423.74,11007.36,4416.38,Cheque,5,0,28.63365176020862,2024,May,2
INV000099,2024-09-24,CUST189,PROD033,SP13,94,217.43,15.0,17372.66,12428.68,4943.98,Cheque,1,0,28.4583938210959,2024,September,3
INV000100,2024-12-08,CUST158,PROD047,SP17,88,154.79,5.0,12940.44,11220.88,1719.56,Credit Card,6,0,13.28826531400787,2024,December,4
INV000101,2025-02-23,CUST082,PROD019,SP15,88,107.11,15.0,8011.83,6153.84,1857.99,Bank Transfer,3,0,23.190581926975483,2025,February,1
INV000102,2024-04-14,CUST194,PROD051,SP11,14,245.98,0.0,3443.72,2015.86,1427.86,Credit Card,1,0,41.46272054638588,2024,April,2
INV000103,2025-06-23,CUST003,PROD084,SP06,121,111.69,15.0,11487.32,7585.49,3901.83,Credit Card,6,0,33.9664081787571,2025,June,2
INV000104,2024-03-21,CUST169,PROD012,SP03,69,117.69,0.0,8120.61,5575.2,2545.41,Credit Card,5,0,31.34505905344549,2024,March,1
INV000105,2024-02-18,CUST127,PROD095,SP06,32,92.42,0.0,2957.44,1747.2,1210.24,Cheque,4,0,40.92187838130275,2024,February,1
INV000106,2025-01-09,CUST073,PROD053,SP06,126,262.93,0.0,33129.18,18430.02,14699.16,Credit Card,3,0,44.36922374776556,2025,January,1
INV000107,2024-06-20,CUST079,PROD041,SP08,79,112.78,0.0,8909.62,6879.32,2030.3,Credit Card,1,0,22.787728320624222,2024,June,2
INV000108,2025-01-14,CUST161,PROD024,SP07,38,148.66,0.0,5649.08,3266.1,2382.98,Bank Transfer,4,0,42.18350598681555,2025,January,1
INV000109,2024-07-11,CUST047,PROD020,SP19,130,147.37,0.0,19158.1,12591.8,6566.3,Credit Card,5,0,34.27427563276108,2024,July,3
INV000110,2025-11-18,CUST116,PROD056,SP12,69,128.07,0.0,8836.83,6266.58,2570.25,Credit Card,2,0,29.085656281720933,2025,November,4
INV000111,2025-01-10,CUST088,PROD059,SP03,79,12.05,0.0,951.95,534.04,417.91,Credit Card,6,0,43.90041493775934,2025,January,1
INV000112,2025-03-23,CUST051,PROD050,SP06,63,34.74,0.0,2188.62,1256.85,931.77,Bank Transfer,2,0,42.573402417962,2025,March,1
INV000113,2024-05-04,CUST037,PROD042,SP05,39,12.42,10.0,435.94,292.11,143.83,Bank Transfer,4,0,32.99307244116163,2024,May,2
INV000114,2024-03-17,CUST059,PROD047,SP20,149,154.79,0.0,23063.71,18998.99,4064.72,Credit Card,4,1,17.62387751146715,2024,March,1
INV000115,2025-05-03,CUST049,PROD013,SP02,113,39.38,5.0,4227.44,2847.6,1379.84,Cheque,3,0,32.64008477944099,2025,May,2
INV000116,2024-12-19,CUST160,PROD051,SP17,89,245.98,0.0,21892.22,12815.11,9077.11,Credit Card,4,0,41.46272054638588,2024,December,4
INV000117,2025-05-13,CUST129,PROD092,SP03,145,81.11,5.0,11172.9,8196.85,2976.05,Bank Transfer,3,0,26.636325394481293,2025,May,2
INV000118,2024-04-08,CUST082,PROD086,SP19,89,132.92,0.0,11829.88,7282.87,4547.01,Cheque,5,0,38.43665362624135,2024,April,2
INV000119,2025-10-20,CUST064,PROD091,SP02,15,189.89,0.0,2848.35,2049.6,798.75,Bank Transfer,6,0,28.04255095055032,2025,October,4
INV000120,2025-01-29,CUST005,PROD081,SP20,50,133.26,0.0,6663.0,4293.5,2369.5,Cash,3,0,35.56205913252289,2025,January,1
INV000121,2024-10-30,CUST108,PROD052,SP06,106,141.5,0.0,14999.0,9789.1,5209.9,Bank Transfer,3,0,34.734982332155475,2024,October,4
INV000122,2025-05-13,CUST179,PROD053,SP14,86,262.93,0.0,22611.98,12579.22,10032.76,Bank Transfer,4,0,44.36922374776557,2025,May,2
INV000123,2024-06-11,CUST048,PROD073,SP08,120,220.0,0.0,26400.0,17652.0,8748.0,Bank Transfer,1,0,33.13636363636363,2024,June,2
INV000124,2024-05-26,CUST063,PROD038,SP03,73,111.31,0.0,8125.63,5829.78,2295.85,Bank Transfer,2,0,28.254424580001796,2024,May,2
INV000125,2024-12-14,CUST171,PROD067,SP10,46,182.45,5.0,7973.06,5073.34,2899.72,Bank Transfer,4,0,36.36897251494407,2024,December,4
INV000126,2025-10-25,CUST035,PROD056,SP15,23,128.07,0.0,2945.61,2088.86,856.75,Cash,6,0,29.085656281720933,2025,October,4
INV000127,2024-03-05,CUST036,PROD025,SP05,5,122.66,0.0,613.3,490.45,122.85,Credit Card,5,0,20.030979944562205,2024,March,1
INV000128,2024-07-19,CUST127,PROD001,SP04,39,34.11,5.0,1263.78,1077.18,186.6,Credit Card,1,0,14.765228125148363,2024,July,3
INV000129,2025-01-18,CUST004,PROD030,SP06,79,20.34,0.0,1606.86,894.28,712.58,Credit Card,4,0,44.34611602753196,2025,January,1
INV000130,2024-10-16,CUST045,PROD061,SP19,127,80.97,10.0,9254.87,5808.98,3445.89,Bank Transfer,1,0,37.233262055544806,2024,October,4
INV000131,2025-01-14,CUST144,PROD060,SP02,17,220.34,5.0,3558.49,2474.35,1084.14,Credit Card,2,0,30.46629328732131,2025,January,1
INV000132,2024-08-02,CUST120,PROD055,SP07,57,39.6,10.0,2031.48,1496.82,534.66,Bank Transfer,6,1,26.31874298540965,2024,August,3
INV000133,2025-06-16,CUST147,PROD053,SP19,61,262.93,5.0,15236.79,8922.47,6314.32,Credit Card,6,0,41.44127470418638,2025,June,2
INV000134,2025-04-28,CUST200,PROD054,SP20,118,217.35,0.0,25647.3,14910.48,10736.82,Cheque,4,0,41.86335403726708,2025,April,2
INV000135,2024-01-22,CUST030,PROD063,SP04,63,100.92,5.0,6040.06,4071.06,1969.0,Credit Card,6,0,32.59901391708029,2024,January,1
INV000136,2024-12-19,CUST127,PROD075,SP09,53,59.3,0.0,3142.9,2406.2,736.7,Credit Card,2,0,23.440134907251263,2024,December,4
INV000137,2024-04-05,CUST038,PROD081,SP18,12,133.26,0.0,1599.12,1030.44,568.68,Credit Card,1,0,35.56205913252289,2024,April,2
INV000138,2025-10-29,CUST139,PROD065,SP11,141,98.37,10.0,12483.15,8407.83,4075.32,Credit Card,4,0,32.646567573088525,2025,October,4
INV000139,2024-05-20,CUST083,PROD049,SP06,116,215.14,15.0,21212.8,17239.92,3972.88,Bank Transfer,1,0,18.728692110423896,2024,May,2
INV000140,2024-08-05,CUST157,PROD033,SP10,27,217.43,0.0,5870.61,3569.94,2300.67,Cheque,5,0,39.18962424688406,2024,August,3
INV000141,2025-06-06,CUST017,PROD068,SP15,29,61.16,0.0,1773.64,1106.35,667.29,Credit Card,3,0,37.62262916939175,2025,June,2
INV000142,2024-10-19,CUST042,PROD017,SP05,52,56.38,0.0,2931.76,2174.64,757.12,Cheque,3,0,25.824760553387726,2024,October,4
INV000143,2025-10-19,CUST105,PROD071,SP09,17,90.5,0.0,1538.5,1051.96,486.54,Cheque,2,0,31.624309392265193,2025,October,4
INV000144,2024-11-24,CUST166,PROD075,SP01,104,59.3,5.0,5858.84,4721.6,1137.24,Bank Transfer,2,0,19.410668323422385,2024,November,4
INV000145,2024-09-19,CUST036,PROD018,SP03,32,212.09,15.0,5768.85,4691.52,1077.33,Credit Card,4,0,18.67495254686809,2024,September,3
INV000146,2025-03-13,CUST065,PROD100,SP11,17,50.95,0.0,866.15,666.57,199.58,Credit Card,2,0,23.04219823356232,2025,March,1
INV000147,2024-02-22,CUST074,PROD046,SP13,106,59.42,0.0,6298.52,4740.32,1558.2,Credit Card,4,0,24.739145069000333,2024,February,1
INV000148,2025-11-05,CUST153,PROD003,SP15,106,74.01,0.0,7845.06,5006.38,2838.68,Bank Transfer,5,0,36.184299418997426,2025,November,4
INV000149,2025-01-12,CUST188,PROD090,SP06,69,158.93,0.0,10966.17,8301.39,2664.78,Cheque,1,0,24.300006292078276,2025,January,1
INV000150,2025-11-28,CUST027,PROD053,SP10,138,262.93,0.0,36284.34,20185.26,16099.08,Credit Card,1,0,44.36922374776557,2025,November,4
INV000151,2025-06-02,CUST057,PROD012,SP16,47,117.69,5.0,5254.86,3797.6,1457.26,Bank Transfer,4,0,27.73166173789597,2025,June,2
INV000152,2025-04-01,CUST160,PROD075,SP08,49,59.3,0.0,2905.7,2224.6,681.1,Credit Card,3,0,23.440134907251267,2025,April,2
INV000153,2024-06-05,CUST098,PROD098,SP13,83,113.41,0.0,9413.03,7773.78,1639.25,Bank Transfer,4,0,17.414690062604706,2024,June,2
INV000154,2025-01-27,CUST119,PROD005,SP20,79,51.74,15.0,3474.34,3039.92,434.42,Credit Card,1,0,12.50366976173892,2025,January,1
INV000155,2024-03-30,CUST199,PROD057,SP10,49,92.24,0.0,4519.76,3745.07,774.69,Cash,4,0,17.140069384215092,2024,March,1
INV000156,2025-02-15,CUST065,PROD049,SP15,56,215.14,0.0,12047.84,8322.72,3725.12,Cheque,1,0,30.919401320070648,2025,February,1
INV000157,2025-05-03,CUST174,PROD026,SP17,118,7.43,0.0,876.74,676.14,200.6,Bank Transfer,3,0,22.88021534320323,2025,May,2
INV000158,2025-11-03,CUST178,PROD038,SP02,19,111.31,0.0,2114.89,1517.34,597.55,Cash,6,0,28.254424580001796,2025,November,4
INV000159,2024-10-20,CUST062,PROD086,SP18,82,132.92,0.0,10899.44,6710.06,4189.38,Bank Transfer,6,0,38.436653626241345,2024,October,4
INV000160,2025-06-01,CUST093,PROD008,SP12,112,129.22,10.0,13025.38,9325.12,3700.26,Cash,5,0,28.408077153987065,2025,June,2
INV000161,2025-10-29,CUST070,PROD041,SP16,72,112.78,15.0,6902.14,6269.76,632.38,Cash,3,1,9.162085961745198,2025,October,4
INV000162,2024-11-27,CUST139,PROD089,SP18,23,37.72,0.0,867.56,529.46,338.1,Credit Card,2,1,38.97136797454932,2024,November,4
INV000163,2024-09-16,CUST108,PROD029,SP02,21,88.49,15.0,1579.55,1170.96,408.59,Bank Transfer,2,0,25.867493906492356,2024,September,3
INV000164,2025-06-03,CUST141,PROD008,SP04,98,129.22,5.0,12030.38,8159.48,3870.9,Bank Transfer,3,0,32.17604098956143,2025,June,2
INV000165,2024-04-02,CUST086,PROD044,SP09,78,166.57,5.0,12342.84,7355.4,4987.44,Credit Card,4,0,40.40755612160572,2024,April,2
INV000166,2024-06-19,CUST170,PROD066,SP08,95,29.49,0.0,2801.55,2318.95,482.6,Credit Card,5,0,17.226178365547643,2024,June,2
INV000167,2025-10-14,CUST173,PROD010,SP04,13,72.34,0.0,940.42,740.74,199.68,Cash,2,1,21.233066076859277,2025,October,4
INV000168,2025-11-02,CUST089,PROD093,SP07,71,87.26,0.0,6195.46,3781.46,2414.0,Cheque,3,0,38.964015585606234,2025,November,4
INV000169,2024-12-24,CUST091,PROD090,SP14,21,158.93,5.0,3170.65,2526.51,644.14,Credit Card,4,0,20.3157081355558,2024,December,4
INV000170,2024-03-22,CUST068,PROD065,SP18,5,98.37,0.0,491.85,298.15,193.7,Cash,4,0,39.38192538375521,2024,March,1
INV000171,2024-11-10,CUST041,PROD005,SP01,149,51.74,0.0,7709.26,5733.52,1975.74,Bank Transfer,1,0,25.628140703517587,2024,November,4
INV000172,2025-12-09,CUST139,PROD056,SP19,103,128.07,0.0,13191.21,9354.46,3836.75,Cheque,5,0,29.085656281720933,2025,December,4
INV000173,2024-10-29,CUST071,PROD026,SP08,137,7.43,0.0,1017.91,785.01,232.9,Cheque,2,0,22.88021534320323,2024,October,4
INV000174,2025-09-19,CUST109,PROD093,SP08,45,87.26,0.0,3926.7,2396.7,1530.0,Bank Transfer,6,0,38.96401558560624,2025,September,3
INV000175,2025-05-19,CUST068,PROD015,SP03,133,28.02,0.0,3726.66,2787.68,938.98,Cheque,5,0,25.196288365453253,2025,May,2
INV000176,2025-06-19,CUST024,PROD004,SP03,38,152.38,10.0,5211.4,3938.32,1273.08,Bank Transfer,4,0,24.428752350615955,2025,June,2
INV000177,2025-08-03,CUST095,PROD053,SP09,61,262.93,0.0,16038.73,8922.47,7116.26,Credit Card,6,0,44.36922374776557,2025,August,3
INV000178,2025-10-11,CUST168,PROD007,SP07,89,210.04,0.0,18693.56,11992.75,6700.81,Credit Card,3,0,35.84555322795658,2025,October,4
INV000179,2024-02-07,CUST164,PROD041,SP05,145,112.78,0.0,16353.1,12626.6,3726.5,Credit Card,6,0,22.787728320624222,2024,February,1
INV000180,2024-04-21,CUST155,PROD051,SP14,130,245.98,0.0,31977.4,18718.7,13258.7,Cash,4,1,41.46272054638588,2024,April,2
INV000181,2025-05-18,CUST022,PROD085,SP08,20,75.77,0.0,1515.4,912.0,603.4,Bank Transfer,2,0,39.81786986934143,2025,May,2
